,0
0,0.7690139530730302
1,1.205345280106737
2,1.426772958805196
3,0.9761992939792277
4,1.0018746133193517
5,1.355016410058059
6,1.2803383007205649
7,1.6782300664867296
8,1.2443440491230282
9,0.9720858144188069
10,0.8881750232274038
11,1.4045723430016313
12,1.2258306899134748
13,0.9905632206086273
14,1.2084581593178705
15,0.938459256256801
16,1.564654516416713
17,1.0741869585738157
18,1.190776927255213
19,1.0088256817210335
20,1.6157382440180623
21,1.3014645887316414
22,1.0009876767128523
23,0.9271364653623174
24,1.381793212236373
25,1.7311416571003257
26,1.7662059249757252
27,0.8625378518888125
28,1.1401568202064682
29,1.267264442119009
