,0
0,0.9990373312776419
1,0.9989549787149477
2,0.9989705274911922
3,0.9990871799600541
4,0.9992006237499982
5,0.9986344606817938
6,0.9987266355546708
7,0.9992116526109692
8,0.9990450292688458
9,0.9991641829797893
10,0.9990029588089858
11,0.9990868937664583
12,0.9989950837411653
13,0.9991316504587091
14,0.9991791948900743
15,0.9991631582573569
16,0.9990916685515064
17,0.9991513825823479
18,0.999010320421684
19,0.999082310230501
20,0.9988868866050729
21,0.9988322952024432
22,0.9990188939614628
23,0.9991216355014483
24,0.999012469202694
25,0.9988034220129995
26,0.9991944504042434
27,0.9992267846068711
28,0.9991816028706394
29,0.9991376570510311
