,0
0,1.0862721345004538
1,0.963191501606394
2,1.1197843564888008
3,1.4995038926909927
4,1.3009846852277769
5,1.2440968572459077
6,1.209679115603776
7,1.1103053605311832
8,1.4678686969953663
9,1.08393857906423
10,1.2055049724641111
11,1.150867567565079
12,1.0469009068562407
13,1.4106520181833784
14,1.314355316771931
15,1.2475086417621735
16,1.0317402282215846
17,0.9989441043627701
18,1.1424476412648175
19,1.1304167448147089
20,1.186807547632656
21,1.090570598298772
22,1.0456280584548818
23,1.0068582557875896
24,1.1707849691230865
25,1.0104332979080135
26,0.949626444419265
27,0.9605213869011852
28,1.0243044754948838
29,0.9526119232468807
