,0
0,0.9991217867712181
1,0.9991879797594576
2,0.9992743700715502
3,0.9990117961577638
4,0.9990180753067958
5,0.9990923418257213
6,0.9990127676439363
7,0.9991163990295802
8,0.998907490520727
9,0.9988659873560236
10,0.9990616035960039
11,0.999217720194156
12,0.9991112209641904
13,0.9987067006649867
14,0.9990967591307746
15,0.9991320122717942
16,0.9987332577258757
17,0.9988853394037507
18,0.9985969702997398
19,0.9991612091367578
20,0.9992001016114386
21,0.9991511516224604
22,0.999199115614302
23,0.9990648289836843
24,0.9983987976255434
25,0.9985689489106612
26,0.9989980348122968
27,0.9990090844730505
28,0.9988362930052839
29,0.9991182870149169
