,0
0,0.9973260070893779
1,1.0345395422267794
2,1.3522418164541796
3,1.1598762629783383
4,0.986278810446925
5,0.9238703671864122
6,1.2085817952798446
7,1.6014685800602078
8,1.980822769830612
9,0.9490106575661957
10,1.3331296468890141
11,2.006452327460793
12,2.1957948370825244
13,1.2041799973779297
14,1.2623077785747945
15,1.0752464126611168
16,1.1212929921942976
17,1.5832935743712964
18,1.5790084856416564
19,1.0426622531236933
20,0.9673771968512638
21,1.524017500868084
22,1.2000950145305804
23,1.1550196957078995
24,1.0268517771269174
25,1.6118619472997198
26,1.165033940410053
27,1.0096873466663845
28,1.3080016644815335
29,1.032910558628752
