,0
0,0.9991041406325369
1,0.9987610987418064
2,0.9989470713165262
3,0.9989098478551053
4,0.9991083214138418
5,0.9990517243500328
6,0.9990732893442874
7,0.9991120311114686
8,0.9991680875619284
9,0.9990325959529227
10,0.9988811837303213
11,0.9991585192993229
12,0.9991286323365042
13,0.9988706173501238
14,0.999071675095599
15,0.9991596952269882
16,0.9991037594708797
17,0.9991841381228421
18,0.99917568894336
19,0.9990395489027343
20,0.9987634271464776
21,0.9988114900351983
22,0.9985226944353415
23,0.9988838871601244
24,0.9986553990069577
25,0.9988714093280787
26,0.9991515663685415
27,0.9990225362539163
28,0.9990651004547081
29,0.9991780185170839
