,0
0,0.9992662159410641
1,0.9988857762139177
2,0.9987895392561854
3,0.9992323965882802
4,0.9992473635256853
5,0.9992847470037673
6,0.9988152489444023
7,0.9991193219090725
8,0.9992612481163389
9,0.9992677226633428
10,0.9992377171189422
11,0.9989406374519141
12,0.998899326375629
13,0.9989710678623012
14,0.9990199920690637
15,0.9991883368259729
16,0.998993566059162
17,0.9988962212070378
18,0.9989477142585305
19,0.9990121154821505
20,0.9987257020604899
21,0.9991343729094714
22,0.9989380524661355
23,0.999171990949866
24,0.998413429788214
25,0.999056641885813
26,0.9991244192197158
27,0.9990474703179614
28,0.9989588759512089
29,0.999240148002443
