,0
0,2.73374623188166
1,0.7748695411240325
2,1.6940950220897446
3,0.9854307740702561
4,1.3961502965013655
5,0.9070923558918534
6,3.3056307287490014
7,1.2359117920181095
8,1.4236811888496692
9,2.659732227499144
10,1.4073646392691979
11,2.3229156857510396
12,1.245581278392526
13,1.346981233318134
14,1.3619221059917013
15,2.342578719211284
16,1.2442711569507239
17,1.4053519077275354
18,1.1197369624673577
19,0.9454745944460303
20,1.0945528621074776
21,3.958575502754837
22,1.431052322972743
23,1.5770522019859654
24,2.848323150241192
25,1.5057941541134454
26,0.8827803349921544
27,1.1059790589828347
28,1.445873793730607
29,1.7549211290407818
