,0
0,1.082672025861057
1,1.4812010794857169
2,1.1245099689363287
3,1.6917041191805724
4,1.3745933098226535
5,1.7299057417093435
6,0.8805956402877495
7,0.8776141487426161
8,0.9820684793539155
9,0.9499837510702286
10,1.061183337376286
11,1.1722958040010336
12,1.0594030822891387
13,1.8773145983055066
14,1.0574694026540499
15,1.152165114197407
16,1.1258527998321395
17,1.5730933850412165
18,1.184819917915809
19,1.4636616548522758
20,1.146467050539069
21,0.918633470588854
22,1.145963565910919
23,2.297959224401197
24,0.9890096908230468
25,3.9076916133373016
26,0.9893139852221357
27,1.429351670243086
28,1.210531890601169
29,1.344225070926205
