,0
0,0.9988877558919603
1,0.9988438559663748
2,0.9987923398169759
3,0.9984462060484001
4,0.9990846640111692
5,0.9990951763245403
6,0.9991249824526717
7,0.9991359345248793
8,0.9989127448500678
9,0.9990380224349557
10,0.9990872891502185
11,0.99888370252181
12,0.999083405462359
13,0.9991460236624844
14,0.9989372438542236
15,0.9990923480637723
16,0.9990262002902512
17,0.998634394511778
18,0.9990138824136799
19,0.9988440134343519
20,0.9987648998391612
21,0.9992047146219458
22,0.9990559064742099
23,0.9987284587335463
24,0.9990852370944291
25,0.998264166558481
26,0.9990045567160832
27,0.9988514266274832
28,0.9987309011421485
29,0.9988572963281227
