,0
0,0.9992596067431398
1,0.9992377922454623
2,0.9991128668122142
3,0.9990260218752042
4,0.9987910012572238
5,0.9990868110886888
6,0.9989591050641276
7,0.9988399540673538
8,0.9991686156847815
9,0.9992476559575635
10,0.9985853799228993
11,0.99808441427621
12,0.9991891677816039
13,0.9988249316895607
14,0.9990823563934395
15,0.9983681811296216
16,0.9990757616335746
17,0.9989483124231497
18,0.9989295800353974
19,0.9990143819950024
20,0.9990567145296569
21,0.9983665848789416
22,0.9988379993748573
23,0.9992038850605368
24,0.9989136126776001
25,0.9988390299812782
26,0.9991758022370548
27,0.9991437886427159
28,0.9987091277461682
29,0.998696557311644
