,0
0,0.0017824094975367188
1,7.450040720868856e-05
2,0.00011810362775577232
3,0.00010142747487407178
4,6.239161302801222e-05
5,0.00010795457637868822
6,0.00011261011241003871
7,7.066073885653168e-05
8,8.818886271910742e-05
9,7.704699964961037e-05
