,0
0,1.0270855859703265
1,1.6878259109060127
2,1.24174992992025
3,0.8223336642593261
4,2.2115100735872293
5,1.6017380013461249
6,1.3725090411439325
7,1.0014730383244623
8,1.4929454073175523
9,1.215155391591313
10,1.0250301774024528
11,0.9284561846119264
12,1.1021253833766098
13,1.8748781073048004
14,1.223705144240372
15,2.5437165810299307
16,1.1946123878508876
17,1.1230025474433953
18,1.5877271470203238
19,2.0081765172795594
20,1.4007484485704664
21,1.1729797474972319
22,1.016643330664117
23,1.0580525323456165
24,1.147825597842411
25,1.1374441037564387
26,1.0803128568464528
27,0.899112064083928
28,0.8883730766777381
29,1.840961031587727
