,0
0,0.9990102233767651
1,0.9990044820500256
2,0.998677664839709
3,0.9985736097237728
4,0.9990226114285253
5,0.9991089102014019
6,0.9987183681805671
7,0.9987500393249918
8,0.998681270653114
9,0.9993262781627875
10,0.9986355490679587
11,0.9986194585196523
12,0.9990157778362448
13,0.9992875926307155
14,0.99841399152859
15,0.9989637868611343
16,0.999074262802366
17,0.9989427757148481
18,0.9979871940795882
19,0.9988638181353314
20,0.9989771690950969
21,0.9990764405790875
22,0.9987007989446421
23,0.9993239342467235
24,0.9990474794567183
25,0.9987832108052987
26,0.9992172458064897
27,0.9989616753928325
28,0.9990489209522189
29,0.9989357695882229
